TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2025,11,5,18,30,20XX E 2ND AVE,Grandview-Woodland,495360.1225,5457318.7126
Theft from Vehicle,2025,4,26,23,0,20XX E 30TH AVE,Kensington-Cedar Cottage,495302.6479,5454561.1638
Theft from Vehicle,2025,7,3,15,30,20XX E 31ST AVE,Kensington-Cedar Cottage,495250.5914,5454447.6247
Theft from Vehicle,2025,3,18,7,23,20XX E 31ST AVE,Kensington-Cedar Cottage,495326.8943,5454453.7002
Theft from Vehicle,2025,9,19,18,0,20XX E 32ND AVE,Kensington-Cedar Cottage,495247.9314,5454302.7474
Theft from Vehicle,2025,8,8,0,0,20XX E 38TH AVE,Kensington-Cedar Cottage,495246.1319,5453680.0987
Theft from Vehicle,2025,9,4,1,0,20XX E 3RD AVE,Grandview-Woodland,495371.93,5457217.4557
Theft from Vehicle,2025,6,3,23,59,20XX E 40TH AVE,Kensington-Cedar Cottage,495266.3661,5453476.9386
Theft from Vehicle,2025,2,15,19,0,20XX E 48TH AVE,Victoria-Fraserview,495316.7436,5452617.1267
Theft from Vehicle,2025,1,28,6,0,20XX E 48TH AVE,Victoria-Fraserview,495335.4614,5452607.682
Theft from Vehicle,2025,8,30,23,0,20XX E 4TH AVE,Grandview-Woodland,495438.8359,5457125.1912
Theft from Vehicle,2025,9,21,16,0,20XX E 50TH AVE,Victoria-Fraserview,495220.6996,5452359.1363
Theft from Vehicle,2025,6,16,17,0,20XX E 50TH AVE,Victoria-Fraserview,495266.2221,5452358.3011
Theft from Vehicle,2025,4,26,23,55,20XX E 61ST AVE,Victoria-Fraserview,495193.2554,5451298.9826
Theft from Vehicle,2025,5,10,23,7,20XX E 6TH AVE,Grandview-Woodland,495383.2959,5456915.0022
Theft from Vehicle,2025,7,31,18,0,20XX E 7TH AVE,Grandview-Woodland,495356.4894,5456817.2835
Theft from Vehicle,2025,1,30,18,0,20XX E 8TH AVE,Grandview-Woodland,495352.738,5456715.1657
Theft from Vehicle,2025,1,9,0,0,20XX E BROADWAY AVE,Kensington-Cedar Cottage,495455.4818,5456608.3882
Theft from Vehicle,2025,10,16,22,0,20XX FERNDALE ST,Grandview-Woodland,495377.3511,5458542.869
Theft from Vehicle,2025,7,9,17,35,20XX FRANKLIN ST,Grandview-Woodland,495378.803,5458816.1015
Theft from Vehicle,2025,8,31,0,26,20XX FRASERVIEW DR,Victoria-Fraserview,495234.0123,5451023.0473
Theft from Vehicle,2025,11,12,17,30,20XX GRANDVIEW HWY N,Kensington-Cedar Cottage,495343.2657,5456515.2639
Theft from Vehicle,2025,6,13,0,0,20XX KASLO ST,Hastings-Sunrise,496586.9015,5457099.9646
Theft from Vehicle,2025,5,15,8,0,20XX KINGSWAY AVE,Kensington-Cedar Cottage,495264.2071,5454710.0012
Theft from Vehicle,2025,11,5,21,20,20XX KINGSWAY AVE,Kensington-Cedar Cottage,495283.0213,5454696.8783
Theft from Vehicle,2025,12,13,0,0,20XX KINGSWAY AVE,Kensington-Cedar Cottage,495334.8648,5454660.7167
Theft from Vehicle,2025,4,23,23,0,20XX MANNERING AVE,Kensington-Cedar Cottage,495252.3114,5454209.5128
Theft from Vehicle,2025,9,7,6,18,20XX MCNICOLL AVE,Kitsilano,489025.4856,5458173.8063
Theft from Vehicle,2025,5,15,17,29,20XX NEWPORT AVE,Victoria-Fraserview,495200.1918,5451389.4166
Theft from Vehicle,2025,3,17,11,0,20XX PARKER ST,Grandview-Woodland,495371.1557,5458105.1096
Theft from Vehicle,2025,6,30,16,0,20XX PENDRELL ST,West End,489546.7558,5459688.6883
Theft from Vehicle,2025,1,24,1,30,20XX PENTICTON ST,Hastings-Sunrise,496211.3059,5457101.1377
Theft from Vehicle,2025,1,9,18,0,20XX QUILCHENA CRES,Arbutus Ridge,488778.1233,5454259.3641
Theft from Vehicle,2025,1,27,16,40,20XX STANLEY PARK DR,Stanley Park,491503.1098,5460809.7059
Theft from Vehicle,2025,2,25,7,32,22XX W 5TH AVE,Kitsilano,488701.518,5457177.0994
Theft from Vehicle,2025,5,16,15,30,22XX W 8TH AVE,Kitsilano,488654.0017,5456900.2087
Theft from Vehicle,2025,7,7,13,0,22XX W BROADWAY AVE,Kitsilano,488660.2294,5456805.9388
Theft from Vehicle,2025,9,11,21,0,22XX WALL ST,Grandview-Woodland,495641.974,5459525.3686
Theft from Vehicle,2025,5,7,20,0,22XX WATERLOO ST,Kitsilano,486924.86,5457131.9366
Theft from Vehicle,2025,1,3,19,0,22XX WAVERLEY AVE,Victoria-Fraserview,495474.8434,5452704.4663
Theft from Vehicle,2025,5,20,12,0,22XX WENONAH ST,Kensington-Cedar Cottage,495621.4816,5454649.9756
Theft from Vehicle,2025,12,25,19,16,22XX WINDERMERE ST,Hastings-Sunrise,497348.8722,5456835.4435
Theft from Vehicle,2025,8,8,20,0,23XX ADANAC ST,Grandview-Woodland,495791.5692,5458298.4562
Theft from Vehicle,2025,12,8,22,45,23XX BROCK ST,Kensington-Cedar Cottage,495790.9557,5454576.1412
Theft from Vehicle,2025,5,14,1,55,23XX BURQUITLAM DR,Victoria-Fraserview,495721.782,5450754.5296
Theft from Vehicle,2025,11,25,0,31,23XX BURQUITLAM DR,Victoria-Fraserview,495721.782,5450754.5296
Theft from Vehicle,2025,4,8,17,29,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Theft from Vehicle,2025,2,24,16,0,23XX CAMBRIDGE ST [IFO 2396 CAMBRIDGE ST,Grandview-Woodland,495803.3272,5459313.7207
Theft from Vehicle,2025,5,14,18,0,23XX CLARK DR,Grandview-Woodland,494366.9108,5456829.8818
Theft from Vehicle,2025,12,17,21,0,23XX E 11TH AVE,Kensington-Cedar Cottage,495766.7998,5456397.4984
Theft from Vehicle,2025,10,14,18,0,23XX E 12TH AVE,Kensington-Cedar Cottage,495766.1226,5456297.4769
Theft from Vehicle,2025,3,2,16,0,23XX E 17TH AVE,Kensington-Cedar Cottage,495764.7414,5455810.2128
Theft from Vehicle,2025,10,26,22,0,23XX E 18TH AVE,Kensington-Cedar Cottage,495759.891,5455632.3377
Theft from Vehicle,2025,10,9,7,29,23XX E 27TH AVE,Kensington-Cedar Cottage,495724.2541,5454879.4034
Theft from Vehicle,2025,12,25,0,0,23XX E 34TH AVE,Renfrew-Collingwood,495725.8239,5454011.8981
Theft from Vehicle,2025,11,13,20,0,23XX E 40TH AVE,Renfrew-Collingwood,495725.9016,5453452.475
Theft from Vehicle,2025,5,9,11,30,23XX E 8TH AVE,Grandview-Woodland,495771.1187,5456709.1776
Theft from Vehicle,2025,11,22,4,25,23XX E HASTINGS ST,Grandview-Woodland,495848.6122,5458718.9676
Theft from Vehicle,2025,5,20,18,0,23XX ETON ST,Grandview-Woodland,495828.8296,5459414.877
Theft from Vehicle,2025,3,15,18,0,23XX ETON ST,Grandview-Woodland,495832.064,5459417.2978
Theft from Vehicle,2025,5,13,21,0,23XX FERNDALE ST,Grandview-Woodland,495794.985,5458539.9706
Theft from Vehicle,2025,10,3,20,0,1XX W 44TH AVE [IFO 178 W 44TH AVE],Oakridge,492114.827,5453076.7079
Theft from Vehicle,2025,10,12,23,45,1XX W 46TH AVE,Oakridge,492024.1183,5452873.8094
Theft from Vehicle,2025,6,22,0,0,1XX W 47TH AVE,Oakridge,492108.3013,5452769.6293
Theft from Vehicle,2025,9,2,12,0,1XX W 4TH AVE,Mount Pleasant,492229.1781,5457184.286
Theft from Vehicle,2025,10,18,4,45,1XX W 61ST AVE,Marpole,492108.6608,5451378.7325
Theft from Vehicle,2025,10,2,2,10,1XX W 62ND AVE,Marpole,492085.4058,5451281.917
Theft from Vehicle,2025,8,21,5,43,1XX W 7TH AVE,Mount Pleasant,492220.9606,5456883.1818
Theft from Vehicle,2025,7,16,19,15,1XX W BROADWAY AVE,Mount Pleasant,492217.4503,5456699.6804
Theft from Vehicle,2025,11,8,18,0,1XX W CORDOVA ST,Central Business District,492164.9236,5458936.616
Theft from Vehicle,2025,1,3,15,30,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,1,20,10,30,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,1,20,16,0,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,2,2,1,56,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,2,12,10,0,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,2,14,19,0,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,2,14,19,31,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,2,17,10,30,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,3,14,17,30,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,4,7,17,0,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,4,8,18,30,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,4,11,12,54,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,4,13,1,37,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,4,26,13,21,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,5,4,14,0,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,5,22,20,49,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,6,3,20,22,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,6,11,14,19,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,6,13,19,15,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,6,15,13,1,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,6,18,18,3,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,7,8,20,30,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,7,11,17,27,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,7,13,17,0,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,7,20,17,55,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,7,24,16,21,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,9,9,9,33,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,9,9,20,38,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,9,10,13,7,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,10,12,14,54,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,10,30,9,10,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,11,1,7,4,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,11,2,18,10,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,11,13,8,16,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,12,6,20,0,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.5946
Theft from Vehicle,2025,1,9,13,0,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Theft from Vehicle,2025,1,25,19,30,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Theft from Vehicle,2025,2,2,0,15,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Theft from Vehicle,2025,5,10,11,24,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Theft from Vehicle,2025,12,7,18,0,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Theft from Vehicle,2025,8,24,22,40,1XX W CORDOVA ST,Central Business District,492193.0999,5458919.6849
Theft from Vehicle,2025,1,16,16,0,1XX W CORDOVA ST,Central Business District,492199.7187,5458917.93
Theft from Vehicle,2025,5,16,22,18,1XX W CORDOVA ST,Central Business District,492199.7187,5458917.93
Theft from Vehicle,2025,10,7,19,25,1XX W CORDOVA ST,Central Business District,492199.7187,5458917.93
Theft from Vehicle,2025,4,4,21,0,1XX W CORDOVA ST,Central Business District,492204.058,5458916.7796
Theft from Vehicle,2025,4,4,23,30,1XX W CORDOVA ST,Central Business District,492204.058,5458916.7796
Theft from Vehicle,2025,6,8,18,52,1XX W CORDOVA ST,Central Business District,492204.058,5458916.7796
Theft from Vehicle,2025,1,29,18,37,1XX W CORDOVA ST,Central Business District,492206.3375,5458916.175
Theft from Vehicle,2025,4,20,0,0,1XX W CORDOVA ST,Central Business District,492219.6123,5458912.6556
Theft from Vehicle,2025,3,16,19,30,1XX W CORDOVA ST,Central Business District,492222.8846,5458911.7877
Theft from Vehicle,2025,4,21,10,34,1XX W CORDOVA ST,Central Business District,492222.8846,5458911.7877
Theft from Vehicle,2025,6,5,14,0,1XX W CORDOVA ST,Central Business District,492222.8846,5458911.7877
Theft from Vehicle,2025,7,24,2,37,1XX W CORDOVA ST,Central Business District,492222.8846,5458911.7877
Theft from Vehicle,2025,2,7,22,54,1XX W CORDOVA ST,Central Business District,492226.5253,5458910.8227
Theft from Vehicle,2025,5,3,3,19,1XX W CORDOVA ST,Central Business District,492226.5253,5458910.8227
Theft from Vehicle,2025,5,5,18,0,1XX W CORDOVA ST,Central Business District,492226.5253,5458910.8227
Theft from Vehicle,2025,10,29,22,0,21XX E 3RD AVE,Grandview-Woodland,495506.5129,5457215.6291
Theft from Vehicle,2025,1,3,21,30,21XX E 43RD AVE,Victoria-Fraserview,495477.4866,5453154.8079
Theft from Vehicle,2025,3,7,5,17,21XX E 46TH AVE,Victoria-Fraserview,495403.32,5452858.9359
Theft from Vehicle,2025,8,27,13,0,21XX E 47TH AVE,Victoria-Fraserview,495343.1588,5452761.5266
Theft from Vehicle,2025,8,30,6,30,21XX E 47TH AVE,Victoria-Fraserview,495390.6588,5452769.6845
Theft from Vehicle,2025,10,7,3,0,21XX E 47TH AVE,Victoria-Fraserview,495401.1871,5452769.4655
Theft from Vehicle,2025,4,28,20,4,21XX E 48TH AVE,Victoria-Fraserview,495342.5349,5452607.5677
Theft from Vehicle,2025,6,22,19,30,21XX E 48TH AVE,Victoria-Fraserview,495401.4807,5452606.6153
Theft from Vehicle,2025,4,30,5,44,21XX E 4TH AVE,Grandview-Woodland,495499.3439,5457108.0538
Theft from Vehicle,2025,6,1,0,0,21XX E 50TH AVE,Victoria-Fraserview,495409.3503,5452355.6784
Theft from Vehicle,2025,6,2,4,30,21XX E 52ND AVE,Victoria-Fraserview,495348.7431,5452155.6877
Theft from Vehicle,2025,6,6,17,0,21XX E 6TH AVE,Grandview-Woodland,495495.1004,5456913.4469
Theft from Vehicle,2025,10,14,16,0,21XX E 6TH AVE,Grandview-Woodland,495495.1004,5456913.4469
Theft from Vehicle,2025,11,14,2,59,21XX E 7TH AVE,Grandview-Woodland,495575.3275,5456816.9521
Theft from Vehicle,2025,9,14,0,0,21XX E 8TH AVE,Grandview-Woodland,495624.1945,5456711.4876
Theft from Vehicle,2025,9,14,1,0,21XX E BROADWAY AVE,Grandview-Woodland,495516.7279,5456616.922
Theft from Vehicle,2025,8,27,3,0,21XX E HASTINGS ST,Grandview-Woodland,495584.6777,5458710.586
Theft from Vehicle,2025,9,12,13,0,21XX E KENT AVE S,Victoria-Fraserview,495380.3913,5450403.6099
Theft from Vehicle,2025,10,15,18,0,21XX FERNDALE ST,Grandview-Woodland,495574.0356,5458542.2143
Theft from Vehicle,2025,3,2,20,30,21XX FIR ST,Fairview,489753.3447,5457154.1129
Theft from Vehicle,2025,8,14,18,0,21XX FRANKLIN ST,Grandview-Woodland,495520.827,5458814.052
Theft from Vehicle,2025,10,27,22,30,21XX FRASERVIEW DR,Victoria-Fraserview,495316.9559,5450992.0185
Theft from Vehicle,2025,11,13,17,0,21XX FRASERVIEW DR,Victoria-Fraserview,495438.6604,5450957.8927
Theft from Vehicle,2025,9,30,0,0,21XX GRAVELEY ST,Grandview-Woodland,495502.4014,5457516.4591
Theft from Vehicle,2025,2,13,19,0,21XX HARRISON DR,Victoria-Fraserview,495368.7277,5450765.4609
Theft from Vehicle,2025,11,5,15,2,21XX KINGSWAY AVE,Kensington-Cedar Cottage,495418.35,5454600.3782
Theft from Vehicle,2025,9,5,13,30,21XX LAHB AVE,Arbutus Ridge,488843.4823,5455092.3059
Theft from Vehicle,2025,10,27,5,30,21XX LILLOOET ST,Hastings-Sunrise,497165.8894,5456989.7488
Theft from Vehicle,2025,10,9,3,0,21XX MANNERING AVE,Kensington-Cedar Cottage,495512.4622,5454216.4274
Theft from Vehicle,2025,11,5,17,0,21XX NEWPORT AVE,Victoria-Fraserview,495334.1416,5451387.9053
Theft from Vehicle,2025,11,9,1,0,21XX NEWPORT AVE,Victoria-Fraserview,495431.3145,5451395.9518
Theft from Vehicle,2025,7,31,17,15,21XX PANDORA ST,Grandview-Woodland,495561.2184,5458923.7429
Theft from Vehicle,2025,11,17,18,0,21XX QUALICUM DR,Victoria-Fraserview,495364.4051,5451077.5796
Theft from Vehicle,2025,8,29,17,0,21XX SALAL DR,Kitsilano,488733.3063,5456542.8821
Theft from Vehicle,2025,5,10,14,0,21XX SCOTIA ST,Mount Pleasant,492815.4072,5457070.0001
Theft from Vehicle,2025,5,1,18,30,21XX SEMLIN DR,Grandview-Woodland,495355.519,5457019.8652
Theft from Vehicle,2025,7,1,13,45,21XX STANLEY PARK DR,Stanley Park,491425.6329,5460818.2629
Theft from Vehicle,2025,4,27,15,0,21XX STANLEY PARK DR,Stanley Park,491432.5557,5460812.289
Theft from Vehicle,2025,6,1,12,0,21XX STANLEY PARK DR,Stanley Park,491432.5557,5460812.289
Theft from Vehicle,2025,7,20,10,0,21XX STANLEY PARK DR [PLOT],Stanley Park,491433.2564,5460813.0966
Theft from Vehicle,2025,6,10,21,0,21XX STEPHENS ST,Kitsilano,487899.9539,5457198.9055
Theft from Vehicle,2025,7,14,3,0,21XX TRIUMPH ST,Grandview-Woodland,495523.4593,5459015.712
Theft from Vehicle,2025,4,8,16,30,21XX TRIUMPH ST,Grandview-Woodland,495624.4044,5459015.2328
Theft from Vehicle,2025,5,9,22,0,21XX VENABLES ST,Grandview-Woodland,495603.5785,5458212.1461
Theft from Vehicle,2025,1,30,2,0,21XX VINE ST,Kitsilano,488541.2676,5457106.5626
Theft from Vehicle,2025,8,24,14,0,21XX W 12TH AVE,Kitsilano,488760.3227,5456489.1733
Theft from Vehicle,2025,11,1,15,0,21XX W 13TH AVE,Kitsilano,488855.178,5456371.7997
Theft from Vehicle,2025,5,25,11,40,21XX W 15TH AVE,Kitsilano,488707.0045,5456170.8125
Theft from Vehicle,2025,10,8,22,30,21XX W 15TH AVE,Kitsilano,488852.6698,5456167.8657
Theft from Vehicle,2025,9,26,0,0,21XX W 1ST AVE,Kitsilano,488773.0212,5457577.1684
Theft from Vehicle,2025,3,17,23,0,21XX W 2ND AVE,Kitsilano,488882.6767,5457466.9832
Theft from Vehicle,2025,2,25,18,30,21XX W 34TH AVE,Arbutus Ridge,488752.9598,5454269.1959
Theft from Vehicle,2025,6,19,16,0,21XX W 38TH AVE,Arbutus Ridge,488564.5963,5453856.8823
Theft from Vehicle,2025,6,17,21,30,21XX W 39TH AVE,Arbutus Ridge,488482.5448,5453760.5177
Theft from Vehicle,2025,5,14,19,5,21XX W 39TH AVE,Arbutus Ridge,488521.7229,5453759.5672
Theft from Vehicle,2025,2,13,17,0,24XX KINGSWAY AVE,Renfrew-Collingwood,495912.3622,5454240.4345
Theft from Vehicle,2025,9,2,18,0,24XX KINGSWAY AVE,Renfrew-Collingwood,495912.3622,5454240.4345
Theft from Vehicle,2025,5,5,8,25,24XX KITCHENER ST,Hastings-Sunrise,495885.1278,5457723.2942
Theft from Vehicle,2025,8,27,14,45,24XX LAKEWOOD DR,Grandview-Woodland,495491.6512,5456712.9379
Theft from Vehicle,2025,7,5,10,0,24XX LAUREL ST,Fairview,490970.5791,5456761.8903
Theft from Vehicle,2025,11,2,0,26,24XX MANITOBA ST,Mount Pleasant,492234.0763,5456783.1502
Theft from Vehicle,2025,7,20,19,0,24XX NAPIER ST,Hastings-Sunrise,495946.1278,5458021.9922
Theft from Vehicle,2025,1,16,8,0,24XX OAK ST,Fairview,490785.0923,5456823.2755
Theft from Vehicle,2025,9,18,12,0,24XX ONTARIO ST,Mount Pleasant,492374.5734,5456740.7532
Theft from Vehicle,2025,5,4,21,0,24XX PANDORA ST,Hastings-Sunrise,495892.6892,5458912.8374
Theft from Vehicle,2025,4,13,23,0,24XX PANDORA ST,Hastings-Sunrise,495985.2793,5458921.8406
Theft from Vehicle,2025,11,7,11,30,24XX SCOTIA ST,Mount Pleasant,492805.8932,5456766.4658
Theft from Vehicle,2025,5,14,16,0,24XX ST LAWRENCE ST,Renfrew-Collingwood,495873.084,5454515.5871
Theft from Vehicle,2025,9,13,0,0,24XX TRIMBLE ST,West Point Grey,485016.9752,5456992.6812
Theft from Vehicle,2025,6,3,23,30,24XX TRINITY ST,Hastings-Sunrise,495951.0556,5459678.6987
Theft from Vehicle,2025,8,22,17,30,24XX TRIUMPH ST,Hastings-Sunrise,496005.5276,5459013.4446
Theft from Vehicle,2025,9,4,21,0,24XX TRUTCH ST,Kitsilano,487198.0348,5456923.589
